Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A853633,*Emmi,3/22/2022 10:46,Mar-22,13100 Old Gregg Ln in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Siberian Husky Mix,Black/White
A853629,Oso,3/22/2022 11:17,Mar-22,1020 Grove Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Siberian Husky Mix,White
A853646,A853646,3/22/2022 11:46,Mar-22,5906 Tracy Lynn in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,White/Brown
A853651,Leela,3/22/2022 12:19,Mar-22,808 Vineyard Falls in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Vizsla Mix,Red
A853655,A853655,3/22/2022 12:35,Mar-22,Howard And Dessau in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Cream
A853661,*Coffeeberry,3/22/2022 13:03,Mar-22,Turnersville And Fm1327 in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd/Alaskan Husky,Tan
A853659,*Gooseberry,3/22/2022 13:03,Mar-22,Turnersville And Fm1327 in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd/Alaskan Husky,Tan
A853660,*Jackfruit,3/22/2022 13:03,Mar-22,Turnersville And Fm1327 in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd/Alaskan Husky,Red/Tan
A853662,*Guava,3/22/2022 13:03,Mar-22,Turnersville And Fm1327 in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,German Shepherd/Alaskan Husky,Sable
A853658,Mercy,3/22/2022 13:21,Mar-22,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Border Collie Mix,White/Tricolor
A853664,Sadie,3/22/2022 13:38,Mar-22,5200 Avenue F in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Havanese Mix,White
A853672,Zora,3/22/2022 15:28,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Black/White
A851388,Princess,3/22/2022 16:53,Mar-22,11604 Gemmer St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown Brindle
A853676,*Kermit,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,White/Brown
A853681,*Camilla,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,White
A853678,*Fozzie,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,White
A853682,Baxtor,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 weeks,Australian Cattle Dog Mix,White/Black
A853683,*Rowlf,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/White
A853684,*Janice,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,White/Brown
A853677,*Miss Piggy,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,Brown/White
A853685,*Scooter,3/22/2022 17:15,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,White/Brown
A853687,*Mckinney,3/22/2022 17:50,Mar-22,5808 Mckinney Falls Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Black/Tan
A739422,Aspen,3/22/2022 18:06,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Tan/Black
A853692,Gordo,3/22/2022 19:59,Mar-22,12006 Green Leaf Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rottweiler,Black/Brown
A853693,Pavlo,3/22/2022 21:44,Mar-22,6200 Albony Sleigh Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Pit Bull,White/Brown
A853719,*Baxter,3/23/2022 11:41,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White
A853722,Alexa,3/23/2022 13:03,Mar-22,1401 Westbury Trail in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Labrador Retriever/Collie Smooth,Tan/White
A853720,*Vlad,3/23/2022 13:10,Mar-22,Georgian Drive And Deen Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Kelpie,Black/White
A853727,*Ziggy,3/23/2022 13:36,Mar-22,2453 Bastrop Hwy in Travis (TX),Stray,Sick,Dog,Intact Female,7 months,Labrador Retriever/Beagle,Red/White
A853716,Dak,3/23/2022 15:32,Mar-22,8200 Brown Cemetery Road in Travis (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Blue/White
A853726,Buddy,3/23/2022 15:33,Mar-22,2001 Millhouse Drive in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Golden Retriever/Chow Chow,Yellow
A853746,*Balder,3/23/2022 16:16,Mar-22,19301 Eyerley Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,White/Tan
A845143,Buster,3/23/2022 16:51,Mar-22,Onion Creek And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A853765,*Capt Kangaroo,3/24/2022 10:55,Mar-22,15715 Milo Rd in Travis (TX),Stray,Normal,Dog,Intact Male,9 months,Boxer Mix,Brown Brindle/White
A838192,Scarlett,3/24/2022 11:19,Mar-22,5913 Diamondleaf Bend in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle
A838193,Diamond,3/24/2022 11:19,Mar-22,5913 Diamondleaf Bend in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull,Tan/Brown
A853768,Maggie,3/24/2022 11:23,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Collie Smooth,White/Brown
A853763,*Cotton Candy,3/24/2022 11:36,Mar-22,1201 Payton Gin Road in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Jack Russell Terrier Mix,White/Tan
A850796,Oreo,3/24/2022 11:55,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,Australian Kelpie Mix,Black/White
A853772,*Indigo,3/24/2022 11:59,Mar-22,Rosewood Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever,Black/White
A853773,*Sable,3/24/2022 11:59,Mar-22,Rosewood Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,Black/White
A785339,Stevie,3/24/2022 12:00,Mar-22,Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Labrador Retriever Mix,Brown
A853785,*Pika,3/24/2022 13:11,Mar-22,Turnersville And Fm1327 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Red Tick
A853789,*Everett,3/24/2022 14:04,Mar-22,7111 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/White
A853790,*Hippo,3/24/2022 14:04,Mar-22,Georgian Drive At East Powell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White
A853796,Alex,3/24/2022 15:19,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Miniature Pinscher Mix,Black/White
A853795,Destiny,3/24/2022 15:19,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Miniature Pinscher Mix,Black/White
A850074,Pablo,3/24/2022 15:51,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Australian Kelpie Mix,Black/White
A853804,Gringo,3/24/2022 16:29,Mar-22,13025 Date Palm Trl in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Siberian Husky,Red/White
A853807,*Taylor,3/24/2022 16:29,Mar-22,13025 Date Palm Trl in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,Black/White
A853809,*Rajiv,3/24/2022 17:11,Mar-22,Dawes Place And Braker Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle
A853808,Guero,3/24/2022 17:11,Mar-22,1010 Turtle Creek in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Jack Russell Terrier/Pembroke Welsh Corgi,Brown/White
A853812,*Wallaby,3/24/2022 18:16,Mar-22,5607 Williams Road in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,Dachshund/Australian Cattle Dog,Tricolor/Blue Tick
A853815,A853815,3/24/2022 18:42,Mar-22,15806 Windermere Drive in Pflugerville (TX),Stray,Sick,Dog,Intact Male,3 months,Australian Cattle Dog Mix,Tricolor
A853817,A853817,3/24/2022 18:42,Mar-22,15806 Windermere Drive in Pflugerville (TX),Stray,Sick,Dog,Intact Female,3 months,Australian Cattle Dog Mix,Tricolor
A853816,A853816,3/24/2022 18:42,Mar-22,15806 Windermere Drive in Pflugerville (TX),Stray,Sick,Dog,Intact Male,3 months,Australian Cattle Dog Mix,Tricolor
A775272,Captain,3/25/2022 12:05,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair/Pug,White/Brown
A853832,A853832,3/25/2022 12:09,Mar-22,12613 Paloma Blanca Way in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Blue
A853836,*Sassypants,3/25/2022 12:32,Mar-22,Burlseon And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pit Bull Mix,Tan
A853841,*Birdie,3/25/2022 13:35,Mar-22,Slaughter And 35 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Dalmatian Mix,White/Black
A853847,Tuco,3/25/2022 15:19,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Shih Tzu,White/Black
A790271,*Riley,3/25/2022 16:05,Mar-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Fawn/White
A853854,Snoop,3/25/2022 16:55,Mar-22,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,1 year,Beagle Mix,Tan/White
A853856,Shakira,3/25/2022 17:19,Mar-22,401 E 5Th in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair/Pug,Tan/Brown
A853857,Diamond,3/25/2022 17:53,Mar-22,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Spayed Female,4 years,German Shepherd,Brown/Black
A853858,Mila Diaz Aguilera,3/25/2022 18:25,Mar-22,12229 Loma Vista Circle in Austin (TX),Stray,Sick,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Black
A852310,Mamas,3/25/2022 18:51,Mar-22,Hergotz in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,White/Tan
A852311,King,3/25/2022 18:51,Mar-22,Hergotz in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Blue/White
A841839,Estrella,3/26/2022 11:06,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A752348,Pive,3/26/2022 11:46,Mar-22,Travis (TX),Public Assist,Normal,Dog,Neutered Male,12 years,Samoyed Mix,White
A853876,Nova,3/26/2022 12:04,Mar-22,1100 Reinli St in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 months,Pit Bull,Blue/White
A853877,Sassy,3/26/2022 12:10,Mar-22,1100 Reinli in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pointer,Brown Brindle
A853878,,3/26/2022 12:15,Mar-22,288 Margarita Drive in Caldwell (TX),Owner Surrender,Injured,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Black/White
A853889,Milk,3/26/2022 14:29,Mar-22,4103 Ramsey Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pointer Mix,White/Brown
A853885,A853885,3/26/2022 14:55,Mar-22,5300 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Yorkshire Terrier,Brown/Tan
A853893,*Calypso,3/26/2022 15:33,Mar-22,6318 Shadow Bend in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A853894,Joker,3/26/2022 15:33,Mar-22,6318 Shadow Bend in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A853898,Princesa,3/26/2022 16:32,Mar-22,E St Johns And Bennett in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Australian Cattle Dog Mix,Tricolor
A853899,,3/26/2022 16:45,Mar-22,E Oltorf And Douglas St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund,Black/Brown
A853900,A853900,3/26/2022 16:45,Mar-22,E Oltorf And Douglas St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund,Black/Brown
A853901,,3/26/2022 16:49,Mar-22,Harris Ridge And E Howard in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Yorkshire Terrier,Black/Tan
A853902,A853902,3/26/2022 16:59,Mar-22,1100 Cumberland Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pomeranian,Tan
A853917,Bella,3/27/2022 10:31,Mar-22,1200 Rutland Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Brown/White
A853919,Nala,3/27/2022 11:20,Mar-22,7400 N Lamar Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull,White/Tan
A853959,*Guillermo,3/28/2022 9:43,Mar-22,200 Chaparral in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/White
A853969,Tiny,3/28/2022 11:16,Mar-22,1800 East Stassney in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,White/Brown
A853965,Smoke,3/28/2022 11:18,Mar-22,5605 Spingdale Road in Travis (TX),Public Assist,Neonatal,Dog,Intact Female,1 month,Pit Bull Mix,Blue
A853972,Roxie,3/28/2022 12:18,Mar-22,445 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Miniature Schnauzer,Gray
A853974,,3/28/2022 12:29,Mar-22,Highway 71 And Ross Road in Travis (TX),Stray,Sick,Dog,Intact Male,4 weeks,Labrador Retriever,Brown Brindle
A853976,,3/28/2022 12:43,Mar-22,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair,White
A853963,*Beau,3/28/2022 12:44,Mar-22,2201 Willam Barton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Plott Hound Mix,Brown Brindle
A853968,Charlie,3/28/2022 12:46,Mar-22,1800 East Stassney in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Vizsla,Brown/Brown
A853979,Peaches,3/28/2022 12:52,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Pit Bull Mix,Black/White
A853980,*Fritz,3/28/2022 13:09,Mar-22,1800 East Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Doberman Pinsch Mix,Tricolor
A853984,Benny,3/28/2022 14:04,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Cardigan Welsh Corgi,Tricolor
A853985,Rocky,3/28/2022 14:06,Mar-22,Old Bee Caves And Sunset Ridge in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Siberian Husky,Sable
A853986,*Samosa,3/28/2022 14:23,Mar-22,William Cannon Drive And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black
A853996,Boy Jr,3/28/2022 15:19,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Australian Cattle Dog/Labrador Retriever,Red/White
A853998,*Sinbad,3/28/2022 16:01,Mar-22,9301 Lazy Ln in Austin (TX),Stray,Injured,Dog,Intact Male,10 months,German Shepherd Mix,Black/Brown
A853999,*Trooper,3/28/2022 16:22,Mar-22,Lakes At Northtown in Travis (TX),Stray,Normal,Dog,Intact Male,6 months,German Shorthair Pointer/Beagle,Black/White
A853449,Chiquis,3/28/2022 17:19,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Black
A854008,*Beanie,3/28/2022 18:35,Mar-22,1209 Inks Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Border Collie Mix,Black/White
A854014,Sky,3/29/2022 7:17,Mar-22,Outside Jurisdiction,Owner Surrender,Sick,Dog,Intact Female,4 years,Pit Bull,White
A854015,Jeb,3/29/2022 7:27,Mar-22,Outside Jurisdiction,Owner Surrender,Injured,Dog,Intact Male,6 months,Plott Hound/Border Collie,Brown Brindle/White
A854019,Blue,3/29/2022 7:31,Mar-22,12712 William Harrison Street in Travis (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull,Gray/White
A785294,Boogie,3/29/2022 11:35,Mar-22,Ptarmigan Drive And Braker in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White
A854025,Panther,3/29/2022 11:35,Mar-22,7104 Berkman Drive in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Mastiff,Black/White
A853876,Nova,3/29/2022 12:07,Mar-22,1071 Clayton Lane in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull,Blue/White
A854028,Chanel,3/29/2022 12:20,Mar-22,Maxa Drive in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,English Bulldog Mix,White/Black
A854034,Scrappy,3/29/2022 12:49,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Basset Hound Mix,Brown/White
A848272,Kodak,3/29/2022 13:13,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull,Black/White
A854041,Roscoe,3/29/2022 14:46,Mar-22,Wellington Road in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Dachshund/Chihuahua Shorthair,Brown/Red Merle
A854045,*Moon,3/29/2022 15:35,Mar-22,2453 East Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rottweiler/Siberian Husky,Black/Brown
A854046,Gordo,3/29/2022 15:56,Mar-22,10520 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Pit Bull Mix,White/Tan
A851926,*George,3/29/2022 16:01,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A854055,*Butter Bean,3/29/2022 17:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Shepherd Mix,Black/White
A854053,*Buttercup,3/29/2022 17:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/White
A854054,Sandy,3/29/2022 17:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/White
A854052,*Butter Cookie,3/29/2022 17:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/White
A854056,*Butterfinger,3/29/2022 17:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Brown/White
A854062,*Mary Jane,3/29/2022 17:46,Mar-22,Clifford Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A854063,*Peter,3/29/2022 17:46,Mar-22,Clifford Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Plott Hound Mix,Brown Brindle/White
A854064,*Nebula,3/29/2022 18:41,Mar-22,701 West 28Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,Black/White
A841760,Duke,3/30/2022 9:27,Mar-22,512 Bowery Trl in Austin (TX),Stray,Injured,Dog,Neutered Male,4 years,Beagle,Tricolor
A854084,Jasper,3/30/2022 9:55,Mar-22,9000 Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Brown/White
A854090,Sam,3/30/2022 10:55,Mar-22,Howard And Heatherwild in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Anatol Shepherd,Tan/Black
A854089,Lacy,3/30/2022 10:56,Mar-22,Riverstone And Garcreek in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/White
A854093,Nova,3/30/2022 11:06,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A854097,Blu,3/30/2022 11:08,Mar-22,9211 Rowlands Sayle in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Siberian Husky,Black/White
A854094,Hazel,3/30/2022 11:37,Mar-22,4315 Avenue F in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Tan/White
A854098,Maggie,3/30/2022 11:38,Mar-22,6101 Adair Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Anatol Shepherd/Labrador Retriever,Tan/Black
A854100,Peluche,3/30/2022 11:58,Mar-22,Vargas Road And Porter Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Lhasa Apso Mix,White/Black
A854102,Simba,3/30/2022 11:58,Mar-22,Vargas Road And Porter Street in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Chocolate/White
A854099,Thunder,3/30/2022 11:59,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull,Black/White
A854104,Echo,3/30/2022 12:16,Mar-22,3907 Ayala in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White
A854108,Obsidian,3/30/2022 12:33,Mar-22,4208 Nixon in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chow Chow Mix,Black
A854106,Pekpek,3/30/2022 12:33,Mar-22,Dessau Road And Howard Lane in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Brown
A854107,Oso,3/30/2022 12:33,Mar-22,4208 Nixon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chow Chow Mix,Black
A854110,Gregory,3/30/2022 12:40,Mar-22,Tesla Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Longhair/Dachshund,White/Brown Brindle
A852469,Leon,3/30/2022 13:00,Mar-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/Tricolor
A838506,Rainey,3/30/2022 13:09,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever,Tan
A854124,Jett,3/30/2022 14:11,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Staffordshire,Black/White
A854123,Blue,3/30/2022 14:11,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Staffordshire,Blue/White
A854134,*Dr. Thunder,3/30/2022 14:47,Mar-22,14301 North Ih 35 in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever,Black/White
A854135,A854135,3/30/2022 14:47,Mar-22,14301 North Ih 35 in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever,Black/White
A854136,*Sapphire,3/30/2022 15:39,Mar-22,Kemp Street in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Staffordshire Mix,Blue/White
A854140,Bandit,3/30/2022 15:53,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Beagle/Black Mouth Cur,Tricolor
A854139,*Gypsum,3/30/2022 15:55,Mar-22,4857 East Yager Lane in Travis (TX),Stray,Injured,Dog,Intact Male,5 years,Pit Bull,Fawn/White
A854142,A854142,3/30/2022 16:02,Mar-22,Briarcreek in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Dachshund Wirehair Mix,Black/Brown
A854143,Chelsey,3/30/2022 16:08,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Siberian Husky,Black/Cream
A854147,A854147,3/30/2022 16:44,Mar-22,10506 Decker Lane in Travis (TX),Stray,Injured,Dog,Intact Male,5 years,Great Pyrenees,White
A854148,*Feldspar,3/30/2022 16:48,Mar-22,14100 Thermal Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Siberian Husky Mix,Black/Tricolor
A854156,Stingray,3/30/2022 17:26,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Staffordshire,Black/White
A846405,Mojo,3/30/2022 18:01,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
